2021-02-06-01,0.09999,0.105,0.095,0.10062,376010.25946695
2021-02-06-02,0.09999,0.10132,0.09232,0.09298,387445.88414472
2021-02-06-03,0.09351,0.10407,0.09351,0.09861,485432.57165948
2021-02-06-04,0.0986,0.11181,0.0986,0.10883,340444.07318333
2021-02-06-05,0.10887,0.11412,0.09868,0.10063,384903.07576992
2021-02-06-06,0.10063,0.10984,0.09999,0.10079,325974.11501647
2021-02-06-07,0.10079,0.11391,0.10076,0.11361,346740.41726383
2021-02-06-08,0.11361,0.11361,0.10444,0.10803,81509.82492486
2021-02-06-09,0.10775,0.10963,0.10744,0.10963,10737.40929771
2021-02-06-10,0.10963,0.11053,0.1072,0.10946,230237.53614951
2021-02-06-11,0.10936,0.10936,0.1,0.10311,338330.51728287
2021-02-06-12,0.103,0.10892,0.10263,0.10668,279935.64819259
2021-02-06-13,0.1062,0.10692,0.10563,0.10654,237120.03043945
2021-02-06-14,0.10658,0.10786,0.10588,0.10772,341389.1313
2021-02-06-15,0.10768,0.10827,0.10592,0.10691,226148.8907
2021-02-06-16,0.10694,0.10904,0.10681,0.10785,255865.75723787
2021-02-06-17,0.10785,0.10891,0.10591,0.10621,235907.29077361
2021-02-06-18,0.10621,0.10621,0.1048,0.10578,127140.87853069
2021-02-06-19,0.10575,0.10774,0.10571,0.10679,188764.8647943
2021-02-06-20,0.10679,0.10739,0.1057,0.10611,138341.28054859
2021-02-06-21,0.10619,0.10946,0.10601,0.10714,357320.96300465
2021-02-06-22,0.10714,0.1095,0.10666,0.10923,237879.31056341
2021-02-06-23,0.10905,0.11139,0.10705,0.11059,236897.81793718
2021-02-07-00,0.1098,0.1134,0.10938,0.11251,232571.58972521
2021-02-07-01,0.11252,0.11297,0.11142,0.11198,200800.92852446
2021-02-07-02,0.11201,0.11297,0.11181,0.11254,311875.64616503
2021-02-07-03,0.11256,0.11326,0.11213,0.11252,267880.22566072
2021-02-07-04,0.11248,0.11366,0.11094,0.11124,281325.01013928
2021-02-07-05,0.11094,0.11094,0.09,0.09122,673066.72661887
2021-02-07-06,0.09109,0.09343,0.09093,0.09281,234096.7586
2021-02-07-07,0.09281,0.09281,0.09281,0.09281,0.0
2021-02-07-08,0.09281,0.09281,0.09281,0.09281,0.0
2021-02-07-09,0.09281,0.09281,0.09281,0.09281,0.0
2021-02-07-10,0.09281,0.09281,0.09281,0.09281,0.0
2021-02-07-11,0.09281,0.09281,0.09281,0.09281,0.0
2021-02-07-12,0.09282,0.1062,0.09282,0.10416,303837.08658576
2021-02-07-13,0.10416,0.10558,0.10387,0.10531,201783.66729252
2021-02-07-14,0.10529,0.10734,0.10432,0.10696,279468.34610823
2021-02-07-15,0.10692,0.10887,0.10609,0.10882,210167.12600515
2021-02-07-16,0.10883,0.10885,0.10486,0.1055,268627.18042879
2021-02-07-17,0.10604,0.10898,0.10475,0.10539,336300.2569
2021-02-07-18,0.10518,0.10806,0.10485,0.10763,345891.88700711
2021-02-07-19,0.1075,0.10759,0.10489,0.10512,294206.67290178
2021-02-07-20,0.10507,0.10627,0.10379,0.10611,313847.79687681
2021-02-07-21,0.10611,0.10627,0.10341,0.10603,311422.3679
2021-02-07-22,0.10601,0.10626,0.1034,0.10621,275609.26957741
2021-02-07-23,0.10621,0.10621,0.10511,0.10527,158109.42687336
2021-02-08-00,0.10523,0.1054,0.10435,0.10473,243182.0291
2021-02-08-01,0.10458,0.10539,0.10456,0.10496,255026.76955676
2021-02-08-02,0.10501,0.10539,0.1046,0.10497,186338.5206
2021-02-08-03,0.10506,0.10533,0.1038,0.10461,251435.74983094
2021-02-08-04,0.10471,0.10551,0.10424,0.10537,163540.4799
2021-02-08-05,0.10531,0.10592,0.10501,0.10565,157177.83368347
2021-02-08-06,0.10559,0.10604,0.10551,0.1058,151033.62385551
2021-02-08-07,0.10585,0.106,0.10569,0.10588,199043.30226707
2021-02-08-08,0.10587,0.106,0.10552,0.10571,226118.872
2021-02-08-09,0.10569,0.10594,0.10502,0.10547,161028.1804
2021-02-08-10,0.1055,0.10615,0.10529,0.10568,332935.49503997
2021-02-08-11,0.10569,0.1081,0.10568,0.10762,146524.66873573
2021-02-08-12,0.10768,0.10777,0.10592,0.10592,170439.53722797
2021-02-08-13,0.10599,0.10619,0.10571,0.10592,141032.2924
2021-02-08-14,0.10577,0.10626,0.10239,0.10364,260636.40543978
2021-02-08-15,0.10272,0.10328,0.0997,0.10149,210968.28366335
2021-02-08-16,0.10149,0.1022,0.10108,0.10174,308361.1878
2021-02-08-17,0.10174,0.10175,0.10077,0.10142,281696.13481691
2021-02-08-18,0.10126,0.10738,0.10126,0.10402,330543.14867386
2021-02-08-19,0.10402,0.10402,0.10135,0.10168,274511.27962387
2021-02-08-20,0.10171,0.10729,0.10157,0.10683,187352.6465
2021-02-08-21,0.10683,0.10697,0.10621,0.10629,164689.34626808
2021-02-08-22,0.10634,0.10656,0.10631,0.10638,207658.5542
2021-02-08-23,0.10638,0.10733,0.10638,0.10675,235368.1911
2021-02-09-00,0.10675,0.10681,0.10267,0.10293,178847.64337993
2021-02-09-01,0.10293,0.10294,0.10279,0.10279,148910.65214129
2021-02-09-02,0.10278,0.10311,0.10209,0.10227,306256.34031991
2021-02-09-03,0.10234,0.10281,0.10153,0.10155,339807.3224
2021-02-09-04,0.10154,0.102,0.09579,0.09579,321819.94755782
