2023-11-20-15,0.06,0.65,0.06,0.31913,12197199.6346
2023-11-20-16,0.3207,0.35989,0.30477,0.359,5770627.501
2023-11-20-17,0.35887,0.37,0.33333,0.33333,4158309.8239
2023-11-20-18,0.33333,0.3399,0.32053,0.33692,1837607.852
2023-11-20-19,0.33692,0.355,0.336,0.3496,1712053.4306
2023-11-20-20,0.3496,0.35007,0.33266,0.34065,1167298.3574
2023-11-20-21,0.34139,0.34842,0.32858,0.33068,1122059.6742
2023-11-20-22,0.33151,0.33438,0.30835,0.31331,1543622.0333
2023-11-20-23,0.31289,0.31724,0.30447,0.30862,923189.7852
2023-11-21-00,0.30862,0.30918,0.2801,0.29151,1504942.3948
2023-11-21-01,0.29152,0.30407,0.27957,0.28043,1230280.4885
2023-11-21-02,0.28043,0.31284,0.28043,0.30468,1312131.4704
2023-11-21-03,0.30468,0.30517,0.29,0.29064,494589.3209
2023-11-21-04,0.29077,0.32129,0.2907,0.31137,668373.4449
2023-11-21-05,0.31129,0.32597,0.3072,0.31639,732817.663
2023-11-21-06,0.31616,0.33632,0.31574,0.33632,949137.7165
2023-11-21-07,0.3364,0.36024,0.3364,0.35276,1409439.4724
2023-11-21-08,0.35292,0.38023,0.34452,0.34938,1850725.6573
2023-11-21-09,0.34926,0.3713,0.3458,0.36609,1388057.7321
2023-11-21-10,0.3661,0.36779,0.35,0.35596,1213097.5799
2023-11-21-11,0.35577,0.36211,0.325,0.35995,1679019.82025649
2023-11-21-12,0.36022,0.36089,0.33759,0.34095,1228499.5231
2023-11-21-13,0.34105,0.34988,0.33438,0.34516,952355.987
2023-11-21-14,0.34519,0.34693,0.3199,0.32359,1372799.9827
2023-11-21-15,0.32266,0.328,0.31,0.31233,2015126.2234
2023-11-21-16,0.31233,0.33932,0.3,0.32591,1722335.5337
2023-11-21-17,0.3258,0.334,0.31541,0.32763,1749555.9323
2023-11-21-18,0.32764,0.34879,0.29992,0.31817,2554707.0195
2023-11-21-19,0.31812,0.31843,0.28923,0.3081,2614669.1539
2023-11-21-20,0.30786,0.3182,0.3026,0.3084,1286738.9111
2023-11-21-21,0.30875,0.325,0.29992,0.32164,1157690.4099
2023-11-21-22,0.32146,0.32386,0.2956,0.29609,1724260.31718814
2023-11-21-23,0.29596,0.30925,0.29596,0.30175,895291.182
2023-11-22-00,0.30254,0.30796,0.29147,0.29258,1003110.2713
2023-11-22-01,0.29228,0.33038,0.29024,0.32854,1932428.2535
2023-11-22-02,0.32844,0.33584,0.32149,0.33265,851389.7986
2023-11-22-03,0.33316,0.34007,0.32461,0.33133,996524.63540329
2023-11-22-04,0.33191,0.34264,0.32877,0.34102,536932.8099
2023-11-22-05,0.34056,0.35206,0.33711,0.34624,937814.6061
2023-11-22-06,0.34544,0.35968,0.34227,0.34981,1519093.5772
2023-11-22-07,0.34952,0.35049,0.33441,0.33441,917707.1708
2023-11-22-08,0.33462,0.33936,0.327,0.32939,1020416.3175
2023-11-22-09,0.32912,0.34845,0.32172,0.34145,1547500.374
2023-11-22-10,0.34218,0.35341,0.33767,0.34305,2018275.66893149
2023-11-22-11,0.34312,0.37,0.33358,0.35512,4662943.6846
