2021-07-15-10,0.61132744,0.61132744,0.60720832,0.60942139,30058.67403668
2021-07-15-11,0.61080929,0.61245979,0.61080929,0.61207828,338.38382338
2021-07-15-12,0.61234293,0.61384118,0.60225892,0.60295791,125078.66837891
2021-07-15-13,0.60380827,0.60452893,0.60115113,0.60230884,5853.71737521
2021-07-15-14,0.60082507,0.60082507,0.59661555,0.59661555,4845.53399971
2021-07-15-15,0.59906518,0.60093031,0.59529904,0.60093031,573293.85593113
2021-07-15-16,0.59979029,0.60182855,0.59958288,0.6007965,5743.61958443
2021-07-15-17,0.59989328,0.60288249,0.59989328,0.60038736,8270.80151647
2021-07-15-18,0.59706659,0.59820314,0.59582894,0.59820314,11014.02318107
2021-07-15-19,0.59540051,0.59540051,0.5884366,0.59033187,84872.16169699
2021-07-15-20,0.59273036,0.5971503,0.59273036,0.5971503,10196.7145887
2021-07-15-21,0.59858734,0.60232957,0.59835325,0.59835325,13591.52704674
2021-07-15-22,0.60092812,0.60451622,0.60092812,0.60403572,3629.05450779
2021-07-15-23,0.60589498,0.60589498,0.59928539,0.59928539,1643.97141119
2021-07-16-00,0.6021648,0.6036109,0.60099431,0.60099431,2556.50500285
2021-07-16-01,0.6014895,0.60177414,0.5944147,0.59454685,9116.81952412
2021-07-16-02,0.6006771,0.60199997,0.59401518,0.59401518,22811.34895016
2021-07-16-03,0.60259504,0.61765836,0.60259504,0.60908851,66011.98953884
2021-07-16-04,0.61053259,0.61367814,0.61007388,0.61310144,8738.13161063
2021-07-16-05,0.60974249,0.61177319,0.60955288,0.61113252,11667.10067757
2021-07-16-06,0.61261124,0.61416305,0.60966,0.61094566,4468.50748186
2021-07-16-07,0.608,0.60811125,0.60538545,0.6067357,8821.93232912
2021-07-16-08,0.60599,0.60599,0.5988646,0.60031626,12423.09770145
2021-07-16-09,0.60219063,0.60267467,0.60024503,0.60091783,9687.76510472
2021-07-16-10,0.603,0.603,0.59127628,0.5939076,33089.0491405
2021-07-16-11,0.59452079,0.59639302,0.59230899,0.59533073,4252.5047149
2021-07-16-12,0.5951739,0.59538171,0.59,0.59111772,128558.46623907
2021-07-16-13,0.59182047,0.59182364,0.58811756,0.58899888,23565.78665621
2021-07-16-14,0.59017,0.59758352,0.59017,0.59758352,12833.17319789
2021-07-16-15,0.59758352,0.59948398,0.59624251,0.59668859,35428.40922627
2021-07-16-16,0.59751778,0.60010322,0.597,0.59848193,21790.38851569
2021-07-16-17,0.59915627,0.604,0.59722856,0.60307277,24439.91477025
2021-07-16-18,0.604,0.6040183,0.60157446,0.60174126,10447.85044094
2021-07-16-19,0.60188157,0.60235911,0.60118688,0.60118688,1110.78952817
2021-07-16-20,0.60039892,0.60065942,0.59954149,0.59954149,15759.25585366
2021-07-16-21,0.59951519,0.60001337,0.59764378,0.59875161,11255.12418252
2021-07-16-22,0.5980551,0.5980551,0.59513726,0.59513726,1521.69302759
2021-07-16-23,0.59592773,0.59592773,0.59349561,0.59349561,834.67971008
2021-07-17-00,0.59317676,0.59686483,0.59100009,0.59100009,7927.60397642
2021-07-17-01,0.59100009,0.59301418,0.58919144,0.58919144,6254.73266258
2021-07-17-02,0.59301418,0.59451257,0.58830106,0.59451257,10933.8011309
2021-07-17-03,0.5977067,0.5977067,0.56250146,0.57786205,116869.57271563
2021-07-17-04,0.57448347,0.58076048,0.573,0.57839711,87711.7870444
2021-07-17-05,0.57839711,0.57839711,0.57839711,0.57839711,0.0
2021-07-17-06,0.58070715,0.58070715,0.58,0.58056332,1420.93131974
2021-07-17-07,0.57963648,0.58447802,0.57963648,0.58408721,6479.8372675
2021-07-17-08,0.584,0.58602401,0.58309991,0.58597432,1097.05601966
2021-07-17-09,0.58551523,0.58551523,0.58158979,0.58158979,256820.26351768
2021-07-17-10,0.58223856,0.58874518,0.57700009,0.58819465,275033.61810853
2021-07-17-11,0.58391,0.584731,0.58138866,0.58138866,8981.2772963
2021-07-17-12,0.58,0.58,0.5762704,0.57699989,32337.64619817
2021-07-17-13,0.57454877,0.57708073,0.57454877,0.57581702,7289.32393926
2021-07-17-14,0.57717721,0.58063686,0.57678414,0.58063686,6245.08173298
2021-07-17-15,0.58009964,0.58195678,0.57959756,0.58195678,1176.61461173
2021-07-17-16,0.58283773,0.58302162,0.58203399,0.58286929,3642.30341294
2021-07-17-17,0.58118219,0.58118219,0.57958601,0.5797,3664.95690964
2021-07-17-18,0.58025711,0.58708041,0.57937284,0.58350704,5111.37632472
2021-07-17-19,0.58303325,0.58310675,0.58183118,0.58310675,6006.3416665
2021-07-17-20,0.58352427,0.58840515,0.58352427,0.58790854,17339.07004864
2021-07-17-21,0.58878723,0.5943115,0.58697847,0.5943115,28723.60649574
2021-07-17-22,0.5943115,0.5943115,0.5895845,0.58985791,6060.60062941
2021-07-17-23,0.58739796,0.58882244,0.58680365,0.58882244,8669.85816833
2021-07-18-00,0.58539096,0.58607997,0.58539096,0.58555828,20180.93580169
2021-07-18-01,0.58448994,0.58448994,0.58218295,0.58264928,6934.22100258
2021-07-18-02,0.58368911,0.5926905,0.58368911,0.59248423,12717.64794587
2021-07-18-03,0.59328532,0.59957128,0.59328532,0.59760185,15903.69090963
2021-07-18-04,0.59900608,0.6007739,0.59900608,0.6007739,580.74139844
2021-07-18-05,0.59901461,0.59901461,0.59563202,0.59668819,3351.84489613
2021-07-18-06,0.5939716,0.5939716,0.59217404,0.59217404,7352.67458325
2021-07-18-07,0.59128697,0.59189961,0.59071292,0.59071292,165.44099689
